,Crop,ScientificName,Symbol,NuContAvailable,PlantPartHarvested,CropCategory,YieldUnit,AvYieldUnitWeight(lb),AvMoisture%,AvN%(dry),AvP%(dry),AvK%(dry),YieldUnitWeight(lb)_set,DryMatter%_NAS,AvDryMatter%,N%(dry)_NAS,Protein%(dry)_NAS,,N
527,"Rye, for green chop (dough stage)",Secale cereale,SECE,"N,P",Aboveground biomass,Forage,ton,2000,66.6,2.144,0.3,#DIV/0!,"2,000",33.4,33.4,2.144,13.4,,0
528,"Rye, for green chop (mature)",Secale cereale,SECE,"N,P",Aboveground biomass,Forage,ton,2000,76.6,1.392888889,0.256410256,#DIV/0!,"2,000",63.57021505,23.4,1.008,6.3,,0
529,"Rye, for hay",Secale cereale,SECE,"N,P,K",Aboveground biomass,Forage,ton,2000,7.38,1.213701516,0.218438996,1.237513691,"2,000",91.8,92.62,1.168,7.3,,0
530,"Rye, for hay (dough stage)",Secale cereale,SECE,N,Aboveground biomass,Forage,ton,2000,6.9,1.68,#DIV/0!,#DIV/0!,"2,000",93.1,93.1,1.68,10.5,,0
531,"Rye, for hay (mature)",Secale cereale,SECE,N,Aboveground biomass,Forage,ton,2000,9.1,1.296,#DIV/0!,#DIV/0!,"2,000",90.9,90.9,1.296,8.1,,0
532,"Rye, for straw",Secale cereale,SECE,"N,P,K",Straw,Cereal and oil,lb straw/bu grain,87,9.07,0.504688814,0.09424569,0.969956897,90,89.4,90.93,0.496,3.1,,0
533,"Ryegrass-Perennial, for green chop",Lolium perenne ssp. perenne,LOPEP,"N,P,K",Aboveground biomass,Forage,ton,2000,76.88,1.86312782,0.281578947,2.548646617,"2,000",21.5,23.13,1.52,9.5,,0
534,"Ryegrass-Perennial, for green chop (early vegetative)",Lolium perenne ssp. perenne,LOPEP,"N,P,K",Aboveground biomass,Forage,ton,2000,79.13,3.966666667,0.4,3.08,"2,000",21.3,20.87,4.144,25.9,,0
535,"Ryegrass-Perennial, for green chop (late vegetative)",Lolium perenne ssp. perenne,LOPEP,N,Aboveground biomass,Forage,ton,2000,75,2,#DIV/0!,#DIV/0!,"2,000",63.57021505,25,2.141487225,13.38627753,,0
536,"Ryegrass-Perennial, for green chop (mid bloom)",Lolium perenne ssp. perenne,LOPEP,N,Aboveground biomass,Forage,ton,2000,69.85,1.548,#DIV/0!,#DIV/0!,"2,000",35.3,30.15,1.696,10.6,,0
537,"Ryegrass-Perennial, for hay",Lolium perenne ssp. perenne,LOPEP,"N,P,K",Aboveground biomass,Forage,ton,2000,12.74,1.485349706,0.196247216,1.420227273,"2,000",83.9,87.26,1.44,9,,0
538,"Ryegrass-Perennial, for hay (early vegetative)",Lolium perenne ssp. perenne,LOPEP,N,Aboveground biomass,Forage,ton,2000,8.6,2.24,#DIV/0!,#DIV/0!,"2,000",91.4,91.4,2.24,14,,0
539,"Ryegrass-Perennial, for hay (late vegetative)",Lolium perenne ssp. perenne,LOPEP,N,Aboveground biomass,Forage,ton,2000,15,1.85,#DIV/0!,#DIV/0!,"2,000",63.57021505,85,2.141487225,13.38627753,,0
540,"Ryegrass-Perennial, for hay (mature)",Lolium perenne ssp. perenne,LOPEP,"N,P",Aboveground biomass,Forage,ton,2000,14.3,0.888,0.065,#DIV/0!,"2,000",83.5,85.7,0.88,5.5,,0
541,"Ryegrass-Perennial, for hay (mid bloom)",Lolium perenne ssp. perenne,LOPEP,N,Aboveground biomass,Forage,ton,2000,15,1.3,#DIV/0!,#DIV/0!,"2,000",63.57021505,85,2.141487225,13.38627753,,0
542,"Safflower, for seed",Carthamus tinctorius,CATI,"N,P,K",Seed,Cereal and oil,cwt,100,7.6,2.672859291,0.6,0.75,100,93.1,92.4,2.8,17.5,,0
543,"Saltgrass, for hay",Distichlis sp.,DISTI,"N,P",Aboveground biomass,Forage,ton,2000,10.77,1.424,0.1,#DIV/0!,"2,000",89.2,89.23,1.424,8.9,,0
544,Sapodilla,Manilkara zapota,MAZA,"N,P,K",Fruit,Tree and fruit,lb of fruit,1,78,0.32,0.054545455,0.877272727,1,63.57021505,22,2.141487225,13.38627753,,0
545,Sapote,Pouteria sapota,POSA13,"N,P,K",Fruit,Tree and fruit,lb of fruit,1,62.43,0.902848017,0.074527549,0.915624168,1,63.57021505,37.57,2.141487225,13.38627753,,0
546,"Sesame, for seed",Sesamum orientale,SEOR4,"N,P,K",Seed,Fiber and miscellaneous,cwt,100,6.88,3.657367955,0.773623188,0.5,100,92,93.13,3.872,24.2,,0
547,"Smooth Brome + Alfalfa, for green chop","Medicago Sativa, Bromus inermis","MESA, BRIN2","N,P,K",Aboveground biomass,Forage,ton,2000,77.63,3.322074074,0.310555556,2.8,"2,000",21.6,22.37,3.136,19.6,,0
548,"Smooth Brome + Alfalfa, for hay","Medicago Sativa, Bromus inermis","MESA, BRIN2","N,P,K",Aboveground biomass,Forage,ton,2000,11.58,2.41770852,0.271053812,1.897746637,"2,000",82.5,88.42,2.592,16.2,,0
549,"Smooth Brome + Alfalfa, for hay (cut 1)","Medicago Sativa, Bromus inermis","MESA, BRIN2","N,P,K",Aboveground biomass,Forage,ton,2000,10.1,2.192,0.295,1.4,"2,000",89.9,89.9,2.192,13.7,,0
550,"Smooth Brome + Alfalfa, for hay (cut 2)","Medicago Sativa, Bromus inermis","MESA, BRIN2","N,P",Aboveground biomass,Forage,ton,2000,10.2,2.192,0.21,#DIV/0!,"2,000",89.8,89.8,2.192,13.7,,0
551,"Sorghum, for grain",Sorghum bicolor,SOBI2,"N,P,K",Caryopsis,Cereal and oil,bu,56,11.18,1.867377828,0.332736562,0.386734323,56,89,88.82,1.952,12.2,,0
552,"Sorghum, for green chop",Sorghum bicolor,SOBI2,"N,P,K",Aboveground biomass,Forage,ton,2000,76.85,1.368,0.24,2.51,"2,000",63.57021505,23.15,2.141487225,13.38627753,,0
553,"Sorghum, for green chop (dough stage)",Sorghum bicolor,SOBI2,"N,P",Aboveground biomass,Forage,ton,2000,72.17,1.162666667,0.21,#DIV/0!,"2,000",25.5,27.83,0.944,5.9,,0
554,"Sorghum, for green chop (mid bloom)",Sorghum bicolor,SOBI2,"N,P,K",Aboveground biomass,Forage,ton,2000,75.8,1.424,0.215,1.11,"2,000",21.5,24.2,1.552,9.7,,0
555,"Sorghum, for green chop (milk stage)",Sorghum bicolor,SOBI2,"N,P,K",Aboveground biomass,Forage,ton,2000,74.95,1.184963855,0.193493976,1.521927711,"2,000",22.5,25.05,1.28,8,,0
556,"Sorghum, for silage",Sorghum bicolor,SOBI2,"N,P,K",Aboveground biomass,Forage,ton,2000,71.6,1.012,0.21,1.11,"2,000",27.9,28.4,1.024,6.4,,0
557,"Sorghum, for silage (dough stage)",Sorghum bicolor,SOBI2,"N,P,K",Aboveground biomass,Forage,ton,2000,73.9,0.968,0.2,1.11,"2,000",26.1,26.1,0.968,6.05,,0
558,"Sorghum, for silage (early bloom)",Sorghum bicolor,SOBI2,"N,P,K",Aboveground biomass,Forage,ton,2000,71.9,0.992,0.2,1.11,"2,000",28.1,28.1,0.992,6.2,,0
559,"Sorghum, for silage (mature)",Sorghum bicolor,SOBI2,"N,P,K",Aboveground biomass,Forage,ton,2000,66.1,1.2,0.2,1.11,"2,000",33.9,33.9,1.2,7.5,,0
560,"Sorghum, for silage (milk state)",Sorghum bicolor,SOBI2,"N,P,K",Aboveground biomass,Forage,ton,2000,75.2,1.344,0.185,1.145,"2,000",23.2,24.8,1.344,8.4,,0
561,"Sorghum, for stover",Sorghum bicolor,SOBI2,"N,P,K",Stover,Cereal and oil,lb straw/bu grain,56,8.13,0.67210989,0.12896978,0.73,"2,000",92.5,91.88,0.576,3.6,,0
562,"Sorghum/Sudangrass, for grain",Sorghum bicolor ssp. drummondii,SOBID,N,Aboveground biomass,Cereal and oil,bu,40,8.3,2.330666667,#DIV/0!,#DIV/0!,40,92.4,91.7,2.464,15.4,,0
563,"Sorghum/Sudangrass, for green chop",Sorghum bicolor ssp. drummondii,SOBID,"N,P,K",Aboveground biomass,Forage,ton,2000,78.25,1.848,0.23,2.565,"2,000",63.57021505,21.75,2.141487225,13.38627753,,0
564,"Sorghum/Sudangrass, for green chop (early bloom)",Sorghum bicolor ssp. drummondii,SOBID,"N,P,K",Aboveground biomass,Forage,ton,2000,76.6,1.28,0.3,1.45,"2,000",23.4,23.4,1.296,8.1,,0
565,"Sorghum/Sudangrass, for green chop (full bloom)",Sorghum bicolor ssp. drummondii,SOBID,"N,P,K",Aboveground biomass,Forage,ton,2000,74.5,1.410666667,0.3,1.58,"2,000",23.6,25.5,1.296,8.1,,0
566,"Sorghum/Sudangrass, for green chop (mature)",Sorghum bicolor ssp. drummondii,SOBID,"N,P,K",Aboveground biomass,Forage,ton,2000,70,0.88,0.21,1.82,"2,000",30.3,30,0.88,5.5,,0
567,"Sorghum/Sudangrass, for green chop (vegetative)",Sorghum bicolor ssp. drummondii,SOBID,"N,P,K",Aboveground biomass,Forage,ton,2000,82.05,2.547333333,0.41,2.275,"2,000",17.6,17.95,2.688,16.8,,0
568,"Sorghum/Sudangrass, for hay",Sorghum bicolor ssp. drummondii,SOBID,"N,P,K",Aboveground biomass,Forage,ton,2000,7.83,1.779429778,0.291143963,2.15,"2,000",63.57021505,92.17,2.141487225,13.38627753,,0
569,"Sorghum/Sudangrass, for silage",Sorghum bicolor ssp. drummondii,SOBID,"N,P,K",Aboveground biomass,Forage,ton,2000,77,1.638,0.21,2.61,"2,000",63.57021505,23,2.141487225,13.38627753,,0
570,"Sorghum/Sudangrass, for straw",Sorghum bicolor ssp. drummondii,SOBID,N,Straw,Cereal and oil,ton,2000,9.6,1.312,#DIV/0!,#DIV/0!,"2,000",90.4,90.4,1.312,8.2,,0
571,Soursop,Annona muricata,ANMU2,"N,P,K",Fruit,Tree and fruit,lb of fruit,1,81.16,0.8492569,0.143312102,1.475583864,1,63.57021505,18.84,2.141487225,13.38627753,,0
572,"Soybean, for grain",Glycine max,GLMA4,"N,P,K",Seed,Cereal and oil,bu,60,10.12,6.567758454,0.672763285,1.541666667,60,90.9,89.88,6.672,41.7,,0
573,"Soybean, for green chop",Glycine max,GLMA4,"N,P,K",Aboveground biomass,Forage,ton,2000,76.85,2.9395,0.282916667,0.919166667,"2,000",22.7,23.15,2.864,17.9,,0
574,"Soybean, for green chop (early bloom)",Glycine max,GLMA4,N,Aboveground biomass,Forage,ton,2000,80,2.55,#DIV/0!,#DIV/0!,"2,000",63.57021505,20,2.141487225,13.38627753,,0
575,"Soybean, for green chop (full bloom)",Glycine max,GLMA4,"N,P,K",Aboveground biomass,Forage,ton,2000,82.27,2.934923077,0.288461538,1.057692308,"2,000",16.2,17.73,2.912,18.2,,0
576,"Soybean, for green chop (mature)",Glycine max,GLMA4,"N,P,K",Aboveground biomass,Forage,ton,2000,75.8,2.644628099,0.289256198,0.867768595,"2,000",63.57021505,24.2,2.141487225,13.38627753,,0
577,"Soybean, for green chop (mid bloom)",Glycine max,GLMA4,"N,P,K",Aboveground biomass,Forage,ton,2000,78.93,2.774923077,0.289487179,1.059230769,"2,000",21.3,21.07,2.672,16.7,,0
578,"Soybean, for hay",Glycine max,GLMA4,"N,P,K",Aboveground biomass,Forage,ton,2000,10.66,2.571179594,0.244972726,1.105743473,"2,000",88.9,89.34,2.352,14.7,,0
579,"Soybean, for hay (early bloom)",Glycine max,GLMA4,"N,P",Aboveground biomass,Forage,ton,2000,11.23,3.01669697,0.388787879,#DIV/0!,"2,000",89.4,88.77,3.008,18.8,,0
580,"Soybean, for hay (full bloom)",Glycine max,GLMA4,N,Aboveground biomass,Forage,ton,2000,11.7,2.24,#DIV/0!,#DIV/0!,"2,000",88.3,88.3,2.24,14,,0
581,"Soybean, for hay (mature)",Glycine max,GLMA4,"N,P,K",Aboveground biomass,Forage,ton,2000,10.27,2.454363636,0.28469697,0.880909091,"2,000",91.1,89.73,2.304,14.4,,0
582,"Soybean, for hay (mid-bloom)",Glycine max,GLMA4,"N,P,K",Aboveground biomass,Forage,ton,2000,7.1,2.44,0.27,0.97,"2,000",93.6,92.9,2.848,17.8,,0
583,"Soybean, for immature seed",Glycine max,GLMA4,"N,P,K",Seed,Vegetable,lb of seed,1,73,5.333333333,0.218518519,0.777777778,1,63.57021505,27,2.141487225,13.38627753,,0
584,"Soybean, for straw",Glycine max,GLMA4,"N,P,K",Straw,Cereal and oil,lb straw/bu grain,96.75,11.07,0.832386256,0.058747657,0.572058493,60,87.5,88.93,0.832,5.2,,0
585,Spinach,Spinacia oleracea,SPOL,"N,P,K",Leaf,Vegetable,lb of leaf,1,90.64,5.2056,0.556,5.6625,32,9.4,9.36,5.232,32.7,,0
586,Spinach-New Zealand,Tetragonia tetragonioides,TETE3,"N,P,K",Leaf,Vegetable,lb of leaf,1,94,4,0.466666667,2.166666667,32,63.57021505,6,2.141487225,13.38627753,,0
587,"Squash Straight neck, for immature fruit (summer)",Cucurbita pepo var. melopepo,CUPEM,"N,P,K",Fruit,Vegetable,lb of fruit ,1,94,2.666666667,0.466666667,3,42,63.57021505,6,2.141487225,13.38627753,,0
588,"Squash-Acorn, for mature fruit (winter)",Cucurbita pepo,CUPE,"N,P,K",Fruit,Vegetable,lb of fruit ,1,86,0.914285714,0.257142857,3.714285714,50,63.57021505,14,2.141487225,13.38627753,,0
589,"Squash-Balsampear, for immature fruit (summer)",Momordica charantia,MOCH2,"N,P",Fruit,Vegetable,lb of fruit ,1,94,2.933333333,0.466666667,#DIV/0!,42,63.57021505,6,2.141487225,13.38627753,,0
590,"Squash-Butternut, for mature fruit (winter)",Cucurbita moschata,CUMO,"N,P,K",Fruit,Vegetable,lb of fruit ,1,85,1.066666667,0.22,2.666666667,50,63.57021505,15,2.141487225,13.38627753,,0
591,"Squash-Chinese wintermelon, for mature fruit (winter)",Benincasa hispida,BEHI3,"N,P,K",Fruit,Vegetable,lb of fruit ,1,96,0.8,0.175,5,50,63.57021505,4,2.141487225,13.38627753,,0
592,"Squash-Chinese, for immature fruit (summer)",Benincasa hispida,BEHI3,"N,P",Fruit,Vegetable,lb of fruit ,1,94,2.666666667,0.383333333,#DIV/0!,42,63.57021505,6,2.141487225,13.38627753,,0
593,"Squash-Crockneck, for immature fruit (summer)",Cucurbita pepo var. melopepo,CUPEM,"N,P,K",Fruit,Vegetable,lb of fruit ,1,92,2.8,0.475,2.375,42,63.57021505,8,2.141487225,13.38627753,,0
594,"Squash-Hubbard, for mature fruit (winter)",Cucurbita maxima,CUMA3,"N,P,K",Fruit,Vegetable,lb of fruit ,1,88,2.666666667,0.175,2.666666667,50,63.57021505,12,2.141487225,13.38627753,,0
595,"Squash-Pink Banana, for mature fruit (winter)",Cucurbita maxima,CUMA3,"N,P,K",Fruit,Vegetable,lb of fruit ,1,91,3.555555556,0.422222222,3.666666667,50,63.57021505,9,2.141487225,13.38627753,,0
596,"Squash-Scallop, for immature fruit (summer)",Cucurbita pepo var. melopepo,CUPEM,"N,P,K",Fruit,Vegetable,lb of fruit ,1,93,2.742857143,0.514285714,2.142857143,42,63.57021505,7,2.141487225,13.38627753,,0
597,"Squash-Zucchini, for immature fruit (summer)",Cucurbita pepo var. melopepo,CUPEM,"N,P,K",Fruit,Vegetable,lb of fruit ,1,95,3.84,0.64,4.4,42,63.57021505,5,2.141487225,13.38627753,,0
598,Strawberry,Fragaria X ananassa var. ananassa,FRANA2,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,91.28,1.253884935,0.213523132,1.96915777,32,63.57021505,8.72,2.141487225,13.38627753,,0
599,Sugar apple,Annona squamosa,ANSQ,"N,P,K",Fruit,Tree and fruit,lb of fruit,1,73.23,1.231228988,0.119536795,0.922674636,1,63.57021505,26.77,2.141487225,13.38627753,,0
600,"Sugarbeet, root with crown",Beta vulgaris,BEVU2,"N,P,K",Crown and root,Fiber and miscellaneous,ton,2000,80.3,1.342682927,0.243902439,1.524390244,2000,63.57021505,19.7,2.141487225,13.38627753,,0
601,"Sugarbeet, root without crown",Beta vulgaris,BEVU2,"N,P,K",Root,Fiber and miscellaneous,ton,2000,79.28,1.052,0.2175,1.543333333,2000,20.1,20.73,1.088,6.8,,0
602,"Sugarbeet, top with crown",Beta vulgaris,BEVU2,"N,P,K",Crown and aboveground biomass,Fiber and miscellaneous,ton,2000,83.03,2.433333333,0.225,5.79,2000,15.9,16.97,2.8,17.5,,0
603,"Sugarbeet, top without crown",Beta vulgaris,BEVU2,"N,P,K",Aboveground biomass,Fiber and miscellaneous,ton,2000,82.1,2.457865169,0.224719101,5.786516854,2000,63.57021505,17.9,2.141487225,13.38627753,,0
604,"Sugarcane, cane top + trash",Saccharum sp.,SACCH,"N,P,K",Leaf,Fiber and miscellaneous,ton,2000,73.83,0.866,0.235,2.96,2000,63.57021505,26.17,2.141487225,13.38627753,,0
605,"Sugarcane, millable cane (less than 12 month crop)",Saccharum sp.,SACCH,"N,P,K",Stem,Fiber and miscellaneous,ton,2000,35,0.088466667,0.020826667,0.229666667,2000,63.57021505,65,2.141487225,13.38627753,,0
606,"Sugarcane, millable cane and trash (less than 12 month crop)",Saccharum sp.,SACCH,"N,P,K",Stem and leaf,Fiber and miscellaneous,ton,2000,35,0.111,0.016,0.167,2000,63.57021505,65,2.141487225,13.38627753,,0
607,"Sunflower, for seed (with hull, confection type)",Helianthus annuus,HEAN3,"N,P,K",Fruit,Cereal and oil,cwt,100,7.36,3.130988604,0.619111111,0.733025641,100,93.6,92.64,2.864,17.9,,0
608,"Sunflower, for seed (with hull, oil type)",Helianthus annuus,HEAN3,"N,P,K",Fruit,Cereal and oil,cwt,100,7.36,2.993186325,0.626388889,0.718782051,100,93.6,92.64,2.864,17.9,,0
609,"Sunflower, for stover (yield less than 500 lb/acre)",Helianthus annuus,HEAN3,"N,P,K",Stover,Cereal and oil,lb stover/cwt fruit,100,13.3,0.86,0.11,1.94,100,63.57021505,86.7,2.141487225,13.38627753,,0
610,"Sunflower, for stover (yield more than 500 lb/acre)",Helianthus annuus,HEAN3,"N,P,K",Stover,Cereal and oil,lb stover/cwt fruit,150,13.3,0.86,0.11,1.94,100,63.57021505,86.7,2.141487225,13.38627753,,0
611,"Sweet Potato, for root",Ipomoea batatas,IPBA2,"N,P,K",Root,Vegetable,lb of root,1,68.85,0.909181818,0.150984848,1.036767677,40,30.6,31.15,0.864,5.4,,0
612,"Sweet Potato, for vine",Ipomoea batatas,IPBA2,N,Aboveground biomass,Vegetable,ton,2000,78.1,2.048,#DIV/0!,#DIV/0!,"2,000",21.9,21.9,2.048,12.8,,0
613,"Sweetclover, for green chop",Melilotus sp.,MELIL,"N,P,K",Aboveground biomass,Forage,ton,2000,75,2.874,0.27,1.65,"2,000",25,25,2.848,17.8,,0
614,"Sweetclover, for green chop (full bloom)",Melilotus sp.,MELIL,"N,P,K",Aboveground biomass,Forage,ton,2000,67.3,2.688,0.22,1.44,"2,000",32.7,32.7,2.688,16.8,,0
615,"Sweetclover, for green chop (mid bloom)",Melilotus sp.,MELIL,"N,P,K",Aboveground biomass,Forage,ton,2000,70.8,2.688,0.24,1.44,"2,000",29.2,29.2,2.688,16.8,,0
616,"Sweetclover, for green chop (pre bloom)",Melilotus sp.,MELIL,"N,P",Aboveground biomass,Forage,ton,2000,79.2,3.152,0.48,#DIV/0!,"2,000",20.8,20.8,3.152,19.7,,0
617,"Sweetclover, for green chop (vegetative)",Melilotus sp.,MELIL,"N,P,K",Aboveground biomass,Forage,ton,2000,80.3,3.472,0.44,2.95,"2,000",19.7,19.7,3.472,21.7,,0
618,"Sweetclover, for hay",Melilotus sp.,MELIL,"N,P,K",Aboveground biomass,Forage,ton,2000,10.42,2.649712335,0.236055109,1.652559913,"2,000",91.3,89.58,2.624,16.4,,0
619,"Sweetclover, for hay (early bloom)",Melilotus sp.,MELIL,N,Aboveground biomass,Forage,ton,2000,17.4,2.768,#DIV/0!,#DIV/0!,"2,000",82.6,82.6,2.848,17.8,,0
620,"Sweetclover, for hay (full bloom)",Melilotus sp.,MELIL,N,Aboveground biomass,Forage,ton,2000,11.1,2.064,#DIV/0!,#DIV/0!,"2,000",88.9,88.9,2.064,12.9,,0
621,"Sweetclover, for hay (mature)",Melilotus sp.,MELIL,"N,P,K",Aboveground biomass,Forage,ton,2000,8.95,1.824,0.185,0.8,"2,000",90.6,91.05,1.712,10.7,,0
622,"Sweetclover, for hay (vegetative)",Melilotus sp.,MELIL,"N,P,K",Aboveground biomass,Forage,ton,2000,9.8,2.576,0.295,1.78,"2,000",90.2,90.2,2.576,16.1,,0
623,"Sweetclover, for seed",Melilotus sp.,MELIL,N,Seed,Forage,cwt,100,7.8,6.490950109,#DIV/0!,#DIV/0!,100,92.2,92.2,6.496,40.6,,0
624,"Sweetclover, for silage",Melilotus sp.,MELIL,"N,P,K",Aboveground biomass,Forage,ton,2000,70.7,2.857055928,0.21,1.955,"2,000",30.1,29.3,3.008,18.8,,0
625,"Sweetclover, for silage (early bloom)",Melilotus sp.,MELIL,"N,P,K",Aboveground biomass,Forage,ton,2000,72.8,3.424,0.25,1.95,"2,000",27.2,27.2,3.424,21.4,,0
626,"Sweetclover, for silage (full bloom)",Melilotus sp.,MELIL,"N,P,K",Aboveground biomass,Forage,ton,2000,68.6,2.992,0.235,1.695,"2,000",30.1,31.4,2.992,18.7,,0
627,"Sweetclover, for silage (pre bloom)",Melilotus sp.,MELIL,"N,P,K",Aboveground biomass,Forage,ton,2000,65.2,3.44,0.25,1.95,"2,000",34.8,34.8,3.44,21.5,,0
628,"Switchgrass, for green chop",Panicum virgatum,PAVI2,"N,P",Aboveground biomass,Forage,ton,2000,44.85,0.944,0.09,#DIV/0!,"2,000",55.3,55.15,0.864,5.4,,0
629,"Switchgrass, for green chop ( mature)",Panicum virgatum,PAVI2,"N,P,K",Aboveground biomass,Forage,ton,2000,58.07,0.81631746,0.15,1.97,"2,000",42,41.93,0.88,5.5,,0
630,"Switchgrass, for green chop (full bloom)",Panicum virgatum,PAVI2,"N,P",Aboveground biomass,Forage,ton,2000,60.4,1.008,0.12,#DIV/0!,"2,000",39.6,39.6,1.008,6.3,,0
631,"Switchgrass, for green chop (over ripe)",Panicum virgatum,PAVI2,"N,P",Aboveground biomass,Forage,ton,2000,23.3,0.304,0.05,#DIV/0!,"2,000",76.7,76.7,0.304,1.9,,0
632,"Switchgrass, for green chop (vegetative)",Panicum virgatum,PAVI2,"N,P,K",Aboveground biomass,Forage,ton,2000,67.27,1.642805195,0.215,2.85,"2,000",33.2,32.73,1.728,10.8,,0
633,Tamarind,Tamarindus indica,TAIN2,"N,P,K",Fruit,Tree and fruit,lb of fruit,1,31.4,0.653061224,0.164723032,0.915451895,1,63.57021505,68.6,2.141487225,13.38627753,,0
634,Tangerine,Citrus reticulata,CIRE3,"N,P,K",Fruit,Tree and fruit,lb of fruit ,1,87.6,0.812903226,0.080645161,1.266129032,43,63.57021505,12.4,2.141487225,13.38627753,,0
635,"Taro, for corm",Colocasia esculenta,COES,"N,P",Corm,Vegetable,lb of corm,1,72,0.864,0.265,#DIV/0!,10,63.57021505,28,2.141487225,13.38627753,,0
636,"Taro-Pink, for corm",Colocasia esculenta,COES,"N,P,K",Corm,Vegetable,lb of corm,1,80,0.8,0.535,2.5,10,63.57021505,20,2.141487225,13.38627753,,0
637,"Taro-White, for corm",Colocasia esculenta,COES,"N,P,K",Corm,Vegetable,lb of corm,1,82,1.777777778,0.333333333,3.944444444,10,63.57021505,18,2.141487225,13.38627753,,0
638,"Timothy + Alfalfa, for green chop (50% alfalfa)","Medicago Sativa, Phleum pratense","MESA, PHPR3","N,P,K",Aboveground biomass,Forage,ton,2000,78.08,3.364748858,0.368824201,2.239360731,"2,000",21.9,21.93,3.36,21,,0
639,"Timothy + Alfalfa, for hay","Medicago Sativa, Phleum pratense","MESA, PHPR3","N,P,K",Aboveground biomass,Forage,ton,2000,10.37,2.172886905,0.211071429,2.16,"2,000",89,89.63,2.192,13.7,,0
640,"Timothy + Alfalfa, for hay (cut 1)","Medicago Sativa, Phleum pratense","MESA, PHPR3","N,P",Aboveground biomass,Forage,ton,2000,9.8,1.792,0.14,#DIV/0!,"2,000",90.2,90.2,1.792,11.2,,0
641,"Timothy + Alfalfa, for hay (cut 2)","Medicago Sativa, Phleum pratense","MESA, PHPR3","N,P",Aboveground biomass,Forage,ton,2000,9,2.8,0.21,#DIV/0!,"2,000",91,91,2.8,17.5,,0
642,"Timothy + Clover, for hay","Phleum pratense, Trifolium sp.","PHPR3, TRIFO","N,P,K",Aboveground biomass,Forage,ton,2000,11.1,1.488,0.17,1.81,"2,000",88.9,88.9,1.488,9.3,,0
643,"Timothy + Clover-Red, for hay","Phleum pratense, Trifolium partense","PHPR3, TRPR2","P,K",Aboveground biomass,Forage,ton,2000,9.6,#DIV/0!,0.17,1.52,"2,000",90.4,90.4,2.141487225,13.38627753,,0
644,"Timothy + Clover-White-Ladino type, for silage","Phleum pratense, Trifolium repens","PHPR3, TRRE3","N,P,K",Aboveground biomass,Forage,ton,2000,70.6,3.168,0.2,2.22,"2,000",29.4,29.4,3.168,19.8,,0
645,"Timothy, for green chop",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,72.4,2.048,0.38,2.09,"2,000",27.6,27.6,2.048,12.8,,0
646,"Timothy, for green chop (early to mid bloom)",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,73.05,1.578,0.3,2.06,"2,000",28.9,26.95,1.456,9.1,,0
647,"Timothy, for green chop (late bloom)",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,73.65,1.065,0.21,1.68,"2,000",27.7,26.35,0.88,5.5,,0
648,"Timothy, for green chop (mature)",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,69.6,0.963,0.18,1.57,"2,000",35.8,30.4,0.976,6.1,,0
649,"Timothy, for green chop (vegetative)",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,74.45,2.406,0.43,2.54,"2,000",26.1,25.55,2.512,15.7,,0
650,"Timothy, for hay",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,9.48,1.200544551,0.167447757,1.629129214,"2,000",88.6,90.52,1.136,7.1,,0
651,"Timothy, for hay (full bloom)",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,12.2,1.205213483,0.233679775,1.826348315,"2,000",86.6,87.8,1.216,7.6,,0
652,"Timothy, for hay (mature)",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,13.08,0.952264045,0.169513109,1.588089888,"2,000",83.8,86.92,0.88,5.5,,0
653,"Timothy, for hay (mid bloom)",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,11.96,1.540957303,0.221488764,1.82,"2,000",88.1,88.04,1.68,10.5,,0
654,"Timothy, for hay (pre bloom)",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,12.28,2.052714607,0.4,3.05,"2,000",86.3,87.72,1.824,11.4,,0
655,"Timothy, for hay (vegetative)",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,13.65,2.25,0.34,1.9,"2,000",87.7,86.35,2.141487225,13.38627753,,0
656,"Timothy, for silage",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,66.7,1.697070119,0.290315534,1.685711974,"2,000",34,33.3,1.696,10.6,,0
657,"Timothy, for silage (boot)",Phleum pratense,PHPR3,"N,P,K",Aboveground biomass,Forage,ton,2000,66.3,1.5,0.24,1.59,"2,000",33.7,33.7,2.141487225,13.38627753,,0
